object,case,width,force,label,frame_idx,time_sec,x_t00,x_t01,x_t02,x_t03,x_t04,x_t05,x_t06,x_t07,x_t08,x_t09,x_t10,x_t11,x_t12,x_t13,x_t14,x_t15,y_t00,y_t01,y_t02,y_t03,y_t04,y_t05,y_t06,y_t07,y_t08,y_t09,y_t10,y_t11,y_t12,y_t13,y_t14,y_t15,z_t00,z_t01,z_t02,z_t03,z_t04,z_t05,z_t06,z_t07,z_t08,z_t09,z_t10,z_t11,z_t12,z_t13,z_t14,z_t15
appbox,20.9_39_2,20.9,39,2,10,1564556982577.0,0.6705882549285889,0.658823549747467,0.8196078538894653,0.7254902124404907,0.38823530077934265,0.4274509847164154,0.42352941632270813,0.501960813999176,0.08627451211214066,0.07058823853731155,0.364705890417099,0.6823529601097107,0.9490196108818054,0.9490196108818054,1.0,1.0,0.1568627506494522,0.14509804546833038,0.18431372940540314,0.09019608050584793,0.0,0.0,0.0,0.0,0.06666667014360428,0.05098039284348488,0.125490203499794,0.4431372582912445,0.929411768913269,0.929411768913269,0.8823529481887817,0.886274516582489,0.125490203499794,0.11372549086809158,0.5098039507865906,0.4156862795352936,0.0,0.0,0.11372549086809158,0.1921568661928177,0.0,0.0,0.0,0.0,0.41960784792900085,0.41960784792900085,0.2823529541492462,0.2862745225429535
appbox,20.9_39_2,20.9,39,2,11,1564556982592.0,0.6666666865348816,0.6549019813537598,0.8156862854957581,0.7254902124404907,0.3843137323856354,0.42352941632270813,0.42352941632270813,0.5098039507865906,0.08235294371843338,0.07058823853731155,0.35686275362968445,0.6745098233222961,0.9529411792755127,0.9529411792755127,1.0,1.0,0.15294118225574493,0.1411764770746231,0.18039216101169586,0.09019608050584793,0.0,0.0,0.0,0.0,0.06666667014360428,0.054901961237192154,0.11764705926179886,0.43529412150382996,0.9372549057006836,0.9372549057006836,0.886274516582489,0.8901960849761963,0.12156862765550613,0.10980392247438431,0.5137255191802979,0.42352941632270813,0.0,0.0,0.12156862765550613,0.2078431397676468,0.0,0.0,0.0,0.0,0.40392157435417175,0.40392157435417175,0.2980392277240753,0.3019607961177826
appbox,20.9_39_2,20.9,39,2,12,1564556982607.0,0.6666666865348816,0.6549019813537598,0.8196078538894653,0.729411780834198,0.3843137323856354,0.42352941632270813,0.42352941632270813,0.5098039507865906,0.08627451211214066,0.07058823853731155,0.364705890417099,0.686274528503418,0.9490196108818054,0.9490196108818054,1.0,1.0,0.15294118225574493,0.1411764770746231,0.18431372940540314,0.0941176488995552,0.0,0.0,0.0,0.0,0.07058823853731155,0.054901961237192154,0.125490203499794,0.4470588266849518,0.9333333373069763,0.9333333373069763,0.8823529481887817,0.886274516582489,0.11372549086809158,0.10196078568696976,0.5098039507865906,0.41960784792900085,0.0,0.0,0.11372549086809158,0.20000000298023224,0.0,0.0,0.0,0.0,0.4117647111415863,0.4117647111415863,0.2823529541492462,0.2862745225429535
appbox,20.9_39_2,20.9,39,2,13,1564556982622.0,0.6705882549285889,0.658823549747467,0.8313725590705872,0.7372549176216125,0.38823530077934265,0.4274509847164154,0.43529412150382996,0.5215686559677124,0.08235294371843338,0.07058823853731155,0.364705890417099,0.6823529601097107,0.9529411792755127,0.9529411792755127,1.0,1.0,0.1568627506494522,0.14509804546833038,0.18039216101169586,0.08627451211214066,0.0,0.0,0.0,0.0,0.06666667014360428,0.054901961237192154,0.11372549086809158,0.4313725531101227,0.9372549057006836,0.9372549057006836,0.8823529481887817,0.886274516582489,0.11764705926179886,0.10588235408067703,0.501960813999176,0.40784314274787903,0.0,0.0,0.10588235408067703,0.1921568661928177,0.0,0.0,0.0,0.0,0.4156862795352936,0.4156862795352936,0.2980392277240753,0.3019607961177826
appbox,20.9_39_2,20.9,39,2,14,1564556982638.0,0.6666666865348816,0.6549019813537598,0.8235294222831726,0.729411780834198,0.3843137323856354,0.4274509847164154,0.4274509847164154,0.5098039507865906,0.08235294371843338,0.07058823853731155,0.35686275362968445,0.6745098233222961,0.9529411792755127,0.9529411792755127,1.0,1.0,0.15294118225574493,0.1411764770746231,0.18431372940540314,0.09019608050584793,0.0,0.0,0.0,0.0,0.06666667014360428,0.054901961237192154,0.11764705926179886,0.43529412150382996,0.9372549057006836,0.9372549057006836,0.886274516582489,0.8901960849761963,0.11372549086809158,0.10196078568696976,0.501960813999176,0.40784314274787903,0.0,0.0,0.10588235408067703,0.1882352977991104,0.0,0.0,0.0,0.0,0.4156862795352936,0.4156862795352936,0.2980392277240753,0.3019607961177826
appbox,20.9_39_2,20.9,39,2,15,1564556982653.0,0.6705882549285889,0.658823549747467,0.8235294222831726,0.7333333492279053,0.3921568691730499,0.4313725531101227,0.4313725531101227,0.5176470875740051,0.08235294371843338,0.07058823853731155,0.35686275362968445,0.6784313917160034,0.9529411792755127,0.9529411792755127,1.0,1.0,0.14901961386203766,0.13725490868091583,0.18431372940540314,0.0941176488995552,0.0,0.0,0.0,0.0,0.06666667014360428,0.054901961237192154,0.11372549086809158,0.43529412150382996,0.9372549057006836,0.9372549057006836,0.8823529481887817,0.886274516582489,0.11372549086809158,0.10196078568696976,0.501960813999176,0.4117647111415863,0.0,0.0,0.10980392247438431,0.19607843458652496,0.0,0.0,0.0,0.0,0.4117647111415863,0.4117647111415863,0.30588236451148987,0.30980393290519714
appbox,20.9_39_2,20.9,39,2,16,1564556982668.0,0.6627451181411743,0.658823549747467,0.8274509906768799,0.7333333492279053,0.3843137323856354,0.4274509847164154,0.43529412150382996,0.5176470875740051,0.0784313753247261,0.07058823853731155,0.364705890417099,0.6784313917160034,0.9490196108818054,0.9529411792755127,1.0,1.0,0.14901961386203766,0.14509804546833038,0.1764705926179886,0.08235294371843338,0.0,0.0,0.0,0.0,0.062745101749897,0.054901961237192154,0.11372549086809158,0.4274509847164154,0.9333333373069763,0.9372549057006836,0.8784313797950745,0.8784313797950745,0.10980392247438431,0.10588235408067703,0.49803921580314636,0.40392157435417175,0.0,0.0,0.10588235408067703,0.1882352977991104,0.0,0.0,0.0,0.0,0.4117647111415863,0.4156862795352936,0.29411765933036804,0.29411765933036804
appbox,20.9_39_2,20.9,39,2,17,1564556982683.0,0.6705882549285889,0.658823549747467,0.8196078538894653,0.729411780834198,0.3921568691730499,0.4313725531101227,0.4274509847164154,0.5098039507865906,0.08235294371843338,0.07058823853731155,0.364705890417099,0.6823529601097107,0.9529411792755127,0.9529411792755127,1.0,1.0,0.14901961386203766,0.13725490868091583,0.18039216101169586,0.09019608050584793,0.0,0.0,0.0,0.0,0.06666667014360428,0.054901961237192154,0.11372549086809158,0.4313725531101227,0.9372549057006836,0.9372549057006836,0.8823529481887817,0.8823529481887817,0.12156862765550613,0.10980392247438431,0.4901960790157318,0.4000000059604645,0.0,0.0,0.09803921729326248,0.18039216101169586,0.0,0.0,0.0,0.0,0.40392157435417175,0.40392157435417175,0.2980392277240753,0.2980392277240753
appbox,20.9_39_2,20.9,39,2,18,1564556982698.0,0.6666666865348816,0.6549019813537598,0.8235294222831726,0.729411780834198,0.38823530077934265,0.4274509847164154,0.4274509847164154,0.5137255191802979,0.08235294371843338,0.07058823853731155,0.35686275362968445,0.6745098233222961,0.9529411792755127,0.9529411792755127,1.0,1.0,0.14901961386203766,0.13725490868091583,0.18431372940540314,0.09019608050584793,0.0,0.0,0.0,0.0,0.06666667014360428,0.054901961237192154,0.11764705926179886,0.43529412150382996,0.9372549057006836,0.9372549057006836,0.886274516582489,0.8901960849761963,0.12941177189350128,0.11764705926179886,0.5098039507865906,0.4156862795352936,0.0,0.0,0.11372549086809158,0.20000000298023224,0.0,0.0,0.0,0.0,0.4117647111415863,0.4117647111415863,0.29411765933036804,0.2980392277240753
appbox,20.9_39_2,20.9,39,2,19,1564556982713.0,0.6705882549285889,0.658823549747467,0.8235294222831726,0.729411780834198,0.3921568691730499,0.4313725531101227,0.4274509847164154,0.5098039507865906,0.08235294371843338,0.07058823853731155,0.364705890417099,0.6784313917160034,0.9490196108818054,0.9529411792755127,1.0,1.0,0.14901961386203766,0.13725490868091583,0.18431372940540314,0.09019608050584793,0.0,0.0,0.0,0.0,0.07058823853731155,0.05882352963089943,0.11372549086809158,0.4274509847164154,0.9372549057006836,0.9411764740943909,0.8823529481887817,0.8823529481887817,0.11372549086809158,0.10196078568696976,0.501960813999176,0.40784314274787903,0.0,0.0,0.10588235408067703,0.1882352977991104,0.0,0.0,0.0,0.0,0.3921568691730499,0.3960784375667572,0.2980392277240753,0.2980392277240753
appbox,20.9_39_2,20.9,39,2,20,1564556982729.0,0.6666666865348816,0.658823549747467,0.8235294222831726,0.729411780834198,0.38823530077934265,0.4274509847164154,0.4313725531101227,0.5137255191802979,0.08235294371843338,0.07058823853731155,0.35686275362968445,0.6745098233222961,0.9529411792755127,0.9529411792755127,1.0,1.0,0.15294118225574493,0.14509804546833038,0.18431372940540314,0.09019608050584793,0.0,0.0,0.0,0.0,0.06666667014360428,0.054901961237192154,0.11764705926179886,0.43529412150382996,0.9372549057006836,0.9372549057006836,0.886274516582489,0.886274516582489,0.11372549086809158,0.10588235408067703,0.501960813999176,0.40784314274787903,0.0,0.0,0.10980392247438431,0.1921568661928177,0.0,0.0,0.0,0.0,0.4156862795352936,0.4156862795352936,0.2980392277240753,0.2980392277240753
appbox,20.9_39_2,20.9,39,2,21,1564556982744.0,0.658823549747467,0.6509804129600525,0.8156862854957581,0.7215686440467834,0.3764705955982208,0.41960784792900085,0.42352941632270813,0.5058823823928833,0.08235294371843338,0.07058823853731155,0.35686275362968445,0.6705882549285889,0.9490196108818054,0.95686274766922,1.0,1.0,0.1568627506494522,0.14901961386203766,0.18431372940540314,0.09019608050584793,0.0,0.0,0.0,0.0,0.06666667014360428,0.054901961237192154,0.11764705926179886,0.4313725531101227,0.9333333373069763,0.9411764740943909,0.886274516582489,0.886274516582489,0.11372549086809158,0.10588235408067703,0.49803921580314636,0.40392157435417175,0.0,0.0,0.10588235408067703,0.1882352977991104,0.0,0.0,0.0,0.0,0.4117647111415863,0.41960784792900085,0.2980392277240753,0.2980392277240753
appbox,20.9_39_2,20.9,39,2,22,1564556982759.0,0.6666666865348816,0.6549019813537598,0.8196078538894653,0.7254902124404907,0.38823530077934265,0.4274509847164154,0.4313725531101227,0.5098039507865906,0.08235294371843338,0.07058823853731155,0.35686275362968445,0.6745098233222961,0.9490196108818054,0.9529411792755127,1.0,1.0,0.15294118225574493,0.1411764770746231,0.18039216101169586,0.08627451211214066,0.0,0.0,0.0,0.0,0.06666667014360428,0.054901961237192154,0.11372549086809158,0.4313725531101227,0.9333333373069763,0.9372549057006836,0.8823529481887817,0.886274516582489,0.11372549086809158,0.10196078568696976,0.4901960790157318,0.3960784375667572,0.0,0.0,0.10196078568696976,0.18039216101169586,0.0,0.0,0.0,0.0,0.4117647111415863,0.4156862795352936,0.30588236451148987,0.30980393290519714
appbox,20.9_39_2,20.9,39,2,23,1564556982774.0,0.6705882549285889,0.658823549747467,0.8313725590705872,0.7372549176216125,0.3921568691730499,0.4313725531101227,0.43529412150382996,0.5176470875740051,0.08235294371843338,0.07058823853731155,0.364705890417099,0.6784313917160034,0.9490196108818054,0.9529411792755127,1.0,1.0,0.15294118225574493,0.1411764770746231,0.18431372940540314,0.09019608050584793,0.0,0.0,0.0,0.0,0.06666667014360428,0.054901961237192154,0.10980392247438431,0.42352941632270813,0.9333333373069763,0.9372549057006836,0.8784313797950745,0.8784313797950745,0.10196078568696976,0.09019608050584793,0.4941176474094391,0.4000000059604645,0.0,0.0,0.09803921729326248,0.18039216101169586,0.0,0.0,0.0,0.0,0.40784314274787903,0.4117647111415863,0.30588236451148987,0.30588236451148987
appbox,20.9_39_2,20.9,39,2,24,1564556982789.0,0.6627451181411743,0.658823549747467,0.8274509906768799,0.7333333492279053,0.3843137323856354,0.4274509847164154,0.43529412150382996,0.5176470875740051,0.08235294371843338,0.07058823853731155,0.3607843220233917,0.6784313917160034,0.9490196108818054,0.9529411792755127,1.0,1.0,0.14509804546833038,0.1411764770746231,0.1764705926179886,0.08235294371843338,0.0,0.0,0.0,0.0,0.06666667014360428,0.054901961237192154,0.10980392247438431,0.4274509847164154,0.9333333373069763,0.9372549057006836,0.8784313797950745,0.8823529481887817,0.125490203499794,0.12156862765550613,0.5058823823928833,0.4117647111415863,0.0,0.0,0.11372549086809158,0.19607843458652496,0.0,0.0,0.0,0.0,0.40784314274787903,0.4117647111415863,0.29019609093666077,0.29411765933036804
appbox,20.9_39_2,20.9,39,2,25,1564556982804.0,0.6666666865348816,0.6549019813537598,0.8235294222831726,0.7333333492279053,0.3843137323856354,0.42352941632270813,0.4274509847164154,0.5137255191802979,0.08235294371843338,0.07058823853731155,0.35686275362968445,0.6745098233222961,0.9529411792755127,0.9529411792755127,1.0,1.0,0.15294118225574493,0.1411764770746231,0.18431372940540314,0.0941176488995552,0.0,0.0,0.0,0.0,0.06666667014360428,0.054901961237192154,0.11764705926179886,0.43529412150382996,0.9372549057006836,0.9372549057006836,0.886274516582489,0.8901960849761963,0.11372549086809158,0.10196078568696976,0.501960813999176,0.4117647111415863,0.0,0.0,0.10588235408067703,0.1921568661928177,0.0,0.0,0.0,0.0,0.4156862795352936,0.4156862795352936,0.2980392277240753,0.3019607961177826
appbox,20.9_39_2,20.9,39,2,26,1564556982820.0,0.6705882549285889,0.658823549747467,0.8196078538894653,0.7254902124404907,0.38823530077934265,0.4313725531101227,0.4274509847164154,0.5098039507865906,0.08235294371843338,0.07058823853731155,0.364705890417099,0.6823529601097107,0.9490196108818054,0.9529411792755127,1.0,1.0,0.14901961386203766,0.13725490868091583,0.18039216101169586,0.08627451211214066,0.0,0.0,0.0,0.0,0.07058823853731155,0.05882352963089943,0.11372549086809158,0.4313725531101227,0.9372549057006836,0.9411764740943909,0.8823529481887817,0.8823529481887817,0.11372549086809158,0.10196078568696976,0.49803921580314636,0.40392157435417175,0.0,0.0,0.10588235408067703,0.1882352977991104,0.0,0.0,0.0,0.0,0.3921568691730499,0.3960784375667572,0.2980392277240753,0.2980392277240753
appbox,20.9_39_2,20.9,39,2,27,1564556982835.0,0.6705882549285889,0.6627451181411743,0.8235294222831726,0.7254902124404907,0.38823530077934265,0.43529412150382996,0.4274509847164154,0.5098039507865906,0.08235294371843338,0.07058823853731155,0.364705890417099,0.6784313917160034,0.9490196108818054,0.9529411792755127,1.0,1.0,0.14901961386203766,0.1411764770746231,0.18431372940540314,0.08627451211214066,0.0,0.0,0.0,0.0,0.07058823853731155,0.05882352963089943,0.11372549086809158,0.4274509847164154,0.9372549057006836,0.9411764740943909,0.8784313797950745,0.8784313797950745,0.11372549086809158,0.10588235408067703,0.501960813999176,0.40392157435417175,0.0,0.0,0.10588235408067703,0.1882352977991104,0.0,0.0,0.0,0.0,0.3921568691730499,0.3960784375667572,0.29411765933036804,0.29411765933036804
appbox,20.9_39_2,20.9,39,2,28,1564556982850.0,0.6666666865348816,0.658823549747467,0.8235294222831726,0.729411780834198,0.38823530077934265,0.4274509847164154,0.4313725531101227,0.5137255191802979,0.0784313753247261,0.06666667014360428,0.35686275362968445,0.6745098233222961,0.9490196108818054,0.9490196108818054,1.0,1.0,0.15294118225574493,0.14509804546833038,0.18431372940540314,0.09019608050584793,0.0,0.0,0.0,0.0,0.07058823853731155,0.05882352963089943,0.11764705926179886,0.43529412150382996,0.9411764740943909,0.9411764740943909,0.886274516582489,0.886274516582489,0.12156862765550613,0.11372549086809158,0.4941176474094391,0.4000000059604645,0.0,0.0,0.10196078568696976,0.18431372940540314,0.0,0.0,0.0,0.0,0.40392157435417175,0.40392157435417175,0.2980392277240753,0.2980392277240753
appbox,20.9_39_2,20.9,39,2,29,1564556982865.0,0.6666666865348816,0.658823549747467,0.8235294222831726,0.729411780834198,0.3843137323856354,0.4274509847164154,0.4313725531101227,0.5137255191802979,0.08235294371843338,0.07058823853731155,0.35686275362968445,0.6745098233222961,0.9529411792755127,0.9529411792755127,1.0,1.0,0.14901961386203766,0.1411764770746231,0.18431372940540314,0.09019608050584793,0.0,0.0,0.0,0.0,0.06666667014360428,0.054901961237192154,0.11764705926179886,0.43529412150382996,0.9372549057006836,0.9372549057006836,0.886274516582489,0.886274516582489,0.12941177189350128,0.12156862765550613,0.5098039507865906,0.4156862795352936,0.0,0.0,0.11764705926179886,0.20000000298023224,0.0,0.0,0.0,0.0,0.4117647111415863,0.4117647111415863,0.29411765933036804,0.29411765933036804
appbox,20.9_39_2,20.9,39,2,30,1564556982880.0,0.6705882549285889,0.6627451181411743,0.8313725590705872,0.7333333492279053,0.38823530077934265,0.4313725531101227,0.43529412150382996,0.5176470875740051,0.08235294371843338,0.07058823853731155,0.35686275362968445,0.6745098233222961,0.9529411792755127,0.9529411792755127,1.0,1.0,0.14901961386203766,0.1411764770746231,0.18431372940540314,0.08627451211214066,0.0,0.0,0.0,0.0,0.06666667014360428,0.054901961237192154,0.11372549086809158,0.4313725531101227,0.9372549057006836,0.9372549057006836,0.8823529481887817,0.8823529481887817,0.11372549086809158,0.10588235408067703,0.4941176474094391,0.3960784375667572,0.0,0.0,0.09803921729326248,0.18039216101169586,0.0,0.0,0.0,0.0,0.4156862795352936,0.4156862795352936,0.30588236451148987,0.30588236451148987
appbox,20.9_39_2,20.9,39,2,31,1564556982896.0,0.6705882549285889,0.658823549747467,0.8235294222831726,0.7333333492279053,0.38823530077934265,0.4313725531101227,0.4313725531101227,0.5137255191802979,0.08235294371843338,0.07058823853731155,0.364705890417099,0.6823529601097107,0.9529411792755127,0.9529411792755127,1.0,1.0,0.14901961386203766,0.13725490868091583,0.18431372940540314,0.0941176488995552,0.0,0.0,0.0,0.0,0.06666667014360428,0.054901961237192154,0.11372549086809158,0.4313725531101227,0.9372549057006836,0.9372549057006836,0.8823529481887817,0.886274516582489,0.12941177189350128,0.11764705926179886,0.5098039507865906,0.41960784792900085,0.0,0.0,0.11764705926179886,0.20000000298023224,0.0,0.0,0.0,0.0,0.4117647111415863,0.4117647111415863,0.29411765933036804,0.2980392277240753
appbox,20.9_39_2,20.9,39,2,32,1564556982911.0,0.6705882549285889,0.658823549747467,0.8235294222831726,0.7333333492279053,0.3843137323856354,0.42352941632270813,0.4274509847164154,0.5098039507865906,0.08235294371843338,0.07058823853731155,0.3529411852359772,0.6705882549285889,0.9529411792755127,0.9529411792755127,1.0,1.0,0.15294118225574493,0.1411764770746231,0.18431372940540314,0.0941176488995552,0.0,0.0,0.0,0.0,0.06666667014360428,0.054901961237192154,0.11372549086809158,0.4313725531101227,0.9372549057006836,0.9372549057006836,0.886274516582489,0.8901960849761963,0.13333334028720856,0.12156862765550613,0.5098039507865906,0.41960784792900085,0.0,0.0,0.11372549086809158,0.19607843458652496,0.0,0.0,0.0,0.0,0.4117647111415863,0.4117647111415863,0.29411765933036804,0.2980392277240753
